source,path,value_types_and_observations,backend_retention_audit
match,info.participants[].playerAugment2,"{""int"": 10}",Not retained from this match field by active parser; some equivalents may exist in timeline/challenges
match,info.participants[].playerAugment3,"{""int"": 10}",Not retained from this match field by active parser; some equivalents may exist in timeline/challenges
match,info.participants[].playerAugment4,"{""int"": 10}",Not retained from this match field by active parser; some equivalents may exist in timeline/challenges
match,info.participants[].playerAugment5,"{""int"": 10}",Not retained from this match field by active parser; some equivalents may exist in timeline/challenges
match,info.participants[].playerAugment6,"{""int"": 10}",Not retained from this match field by active parser; some equivalents may exist in timeline/challenges
match,info.participants[].playerSubteamId,"{""int"": 10}",Not retained from this match field by active parser; some equivalents may exist in timeline/challenges
match,info.participants[].profileIcon,"{""int"": 10}",Not retained from this match field by active parser; some equivalents may exist in timeline/challenges
match,info.participants[].pushPings,"{""int"": 10}",Stored as JSON; no dedicated analytical use of this field identified
match,info.participants[].puuid,"{""str"": 10}",Used by active match parser / mapped to persisted participant
match,info.participants[].quadraKills,"{""int"": 10}",Not retained from this match field by active parser; some equivalents may exist in timeline/challenges
match,info.participants[].retreatPings,"{""int"": 10}",Stored as JSON; no dedicated analytical use of this field identified
match,info.participants[].riotIdGameName,"{""str"": 10}",Not retained from this match field by active parser; some equivalents may exist in timeline/challenges
match,info.participants[].riotIdTagline,"{""str"": 10}",Not retained from this match field by active parser; some equivalents may exist in timeline/challenges
match,info.participants[].role,"{""str"": 10}",Not retained from this match field by active parser; some equivalents may exist in timeline/challenges
match,info.participants[].roleBoundItem,"{""int"": 10}",Not retained from this match field by active parser; some equivalents may exist in timeline/challenges
match,info.participants[].sightWardsBoughtInGame,"{""int"": 10}",Not retained from this match field by active parser; some equivalents may exist in timeline/challenges
match,info.participants[].spell1Casts,"{""int"": 10}",Not retained from this match field by active parser; some equivalents may exist in timeline/challenges
match,info.participants[].spell2Casts,"{""int"": 10}",Not retained from this match field by active parser; some equivalents may exist in timeline/challenges
match,info.participants[].spell3Casts,"{""int"": 10}",Not retained from this match field by active parser; some equivalents may exist in timeline/challenges
match,info.participants[].spell4Casts,"{""int"": 10}",Not retained from this match field by active parser; some equivalents may exist in timeline/challenges
match,info.participants[].subteamPlacement,"{""int"": 10}",Not retained from this match field by active parser; some equivalents may exist in timeline/challenges
match,info.participants[].summoner1Casts,"{""int"": 10}",Not retained from this match field by active parser; some equivalents may exist in timeline/challenges
match,info.participants[].summoner1Id,"{""int"": 10}",Used by active match parser / mapped to persisted participant
match,info.participants[].summoner2Casts,"{""int"": 10}",Not retained from this match field by active parser; some equivalents may exist in timeline/challenges
match,info.participants[].summoner2Id,"{""int"": 10}",Used by active match parser / mapped to persisted participant
match,info.participants[].summonerId,"{""str"": 10}",Not retained from this match field by active parser; some equivalents may exist in timeline/challenges
match,info.participants[].summonerLevel,"{""int"": 10}",Not retained from this match field by active parser; some equivalents may exist in timeline/challenges
match,info.participants[].summonerName,"{""str"": 10}",Used by active match parser / mapped to persisted participant
match,info.participants[].teamEarlySurrendered,"{""bool"": 10}",Not retained from this match field by active parser; some equivalents may exist in timeline/challenges
match,info.participants[].teamId,"{""int"": 10}",Used by active match parser / mapped to persisted participant
match,info.participants[].teamPosition,"{""str"": 10}",Used by active match parser / mapped to persisted participant
match,info.participants[].timeCCingOthers,"{""int"": 10}",Not retained from this match field by active parser; some equivalents may exist in timeline/challenges
match,info.participants[].timePlayed,"{""int"": 10}",Not retained from this match field by active parser; some equivalents may exist in timeline/challenges
match,info.participants[].totalAllyJungleMinionsKilled,"{""int"": 10}",Not retained from this match field by active parser; some equivalents may exist in timeline/challenges
match,info.participants[].totalDamageDealt,"{""int"": 10}",Not retained from this match field by active parser; some equivalents may exist in timeline/challenges
match,info.participants[].totalDamageDealtToChampions,"{""int"": 10}",Used by active match parser / mapped to persisted participant
match,info.participants[].totalDamageShieldedOnTeammates,"{""int"": 10}",Not retained from this match field by active parser; some equivalents may exist in timeline/challenges
match,info.participants[].totalDamageTaken,"{""int"": 10}",Used by active match parser / mapped to persisted participant
match,info.participants[].totalEnemyJungleMinionsKilled,"{""int"": 10}",Not retained from this match field by active parser; some equivalents may exist in timeline/challenges
match,info.participants[].totalHeal,"{""int"": 10}",Not retained from this match field by active parser; some equivalents may exist in timeline/challenges
match,info.participants[].totalHealsOnTeammates,"{""int"": 10}",Not retained from this match field by active parser; some equivalents may exist in timeline/challenges
match,info.participants[].totalMinionsKilled,"{""int"": 10}",Not retained from this match field by active parser; some equivalents may exist in timeline/challenges
match,info.participants[].totalTimeCCDealt,"{""int"": 10}",Not retained from this match field by active parser; some equivalents may exist in timeline/challenges
match,info.participants[].totalTimeSpentDead,"{""int"": 10}",Not retained from this match field by active parser; some equivalents may exist in timeline/challenges
match,info.participants[].totalUnitsHealed,"{""int"": 10}",Not retained from this match field by active parser; some equivalents may exist in timeline/challenges
match,info.participants[].tripleKills,"{""int"": 10}",Not retained from this match field by active parser; some equivalents may exist in timeline/challenges
match,info.participants[].trueDamageDealt,"{""int"": 10}",Not retained from this match field by active parser; some equivalents may exist in timeline/challenges
match,info.participants[].trueDamageDealtToChampions,"{""int"": 10}",Not retained from this match field by active parser; some equivalents may exist in timeline/challenges
match,info.participants[].trueDamageTaken,"{""int"": 10}",Not retained from this match field by active parser; some equivalents may exist in timeline/challenges
match,info.participants[].turretKills,"{""int"": 10}",Not retained from this match field by active parser; some equivalents may exist in timeline/challenges
match,info.participants[].turretTakedowns,"{""int"": 10}",Not retained from this match field by active parser; some equivalents may exist in timeline/challenges
match,info.participants[].turretsLost,"{""int"": 10}",Not retained from this match field by active parser; some equivalents may exist in timeline/challenges
match,info.participants[].unrealKills,"{""int"": 10}",Not retained from this match field by active parser; some equivalents may exist in timeline/challenges
match,info.participants[].visionClearedPings,"{""int"": 10}",Stored as JSON; no dedicated analytical use of this field identified
match,info.participants[].visionScore,"{""int"": 10}",Used by active match parser / mapped to persisted participant
match,info.participants[].visionWardsBoughtInGame,"{""int"": 10}",Not retained from this match field by active parser; some equivalents may exist in timeline/challenges
match,info.participants[].wardsKilled,"{""int"": 10}",Not retained from this match field by active parser; some equivalents may exist in timeline/challenges
match,info.participants[].wardsPlaced,"{""int"": 10}",Not retained from this match field by active parser; some equivalents may exist in timeline/challenges
match,info.participants[].win,"{""bool"": 10}",Used by active match parser / mapped to persisted participant
match,info.platformId,"{""str"": 1}",Not retained as a dedicated field by active match parser
match,info.queueId,"{""int"": 1}",Stored in Match
match,info.teams[].bans[].championId,"{""int"": 10}",Stored (positive champion IDs only for bans)
match,info.teams[].bans[].pickTurn,"{""int"": 10}",Not retained as a dedicated field by active match parser
match,info.teams[].feats.EPIC_MONSTER_KILL.featState,"{""int"": 2}",Not retained as a dedicated field by active match parser
match,info.teams[].feats.FIRST_BLOOD.featState,"{""int"": 2}",Not retained as a dedicated field by active match parser
match,info.teams[].feats.FIRST_TURRET.featState,"{""int"": 2}",Not retained as a dedicated field by active match parser
match,info.teams[].objectives.atakhan.first,"{""bool"": 2}",Stored as totals object in objectivesTimeline; incompatible with event-array reader
match,info.teams[].objectives.atakhan.kills,"{""int"": 2}",Stored as totals object in objectivesTimeline; incompatible with event-array reader
match,info.teams[].objectives.baron.first,"{""bool"": 2}",Stored as totals object in objectivesTimeline; incompatible with event-array reader
match,info.teams[].objectives.baron.kills,"{""int"": 2}",Stored as totals object in objectivesTimeline; incompatible with event-array reader
match,info.teams[].objectives.champion.first,"{""bool"": 2}",Stored as totals object in objectivesTimeline; incompatible with event-array reader
match,info.teams[].objectives.champion.kills,"{""int"": 2}",Stored as totals object in objectivesTimeline; incompatible with event-array reader
match,info.teams[].objectives.dragon.first,"{""bool"": 2}",Stored as totals object in objectivesTimeline; incompatible with event-array reader
match,info.teams[].objectives.dragon.kills,"{""int"": 2}",Stored as totals object in objectivesTimeline; incompatible with event-array reader
match,info.teams[].objectives.horde.first,"{""bool"": 2}",Stored as totals object in objectivesTimeline; incompatible with event-array reader
match,info.teams[].objectives.horde.kills,"{""int"": 2}",Stored as totals object in objectivesTimeline; incompatible with event-array reader
match,info.teams[].objectives.inhibitor.first,"{""bool"": 2}",Stored as totals object in objectivesTimeline; incompatible with event-array reader
match,info.teams[].objectives.inhibitor.kills,"{""int"": 2}",Stored as totals object in objectivesTimeline; incompatible with event-array reader
match,info.teams[].objectives.riftHerald.first,"{""bool"": 2}",Stored as totals object in objectivesTimeline; incompatible with event-array reader
match,info.teams[].objectives.riftHerald.kills,"{""int"": 2}",Stored as totals object in objectivesTimeline; incompatible with event-array reader
match,info.teams[].objectives.tower.first,"{""bool"": 2}",Stored as totals object in objectivesTimeline; incompatible with event-array reader
match,info.teams[].objectives.tower.kills,"{""int"": 2}",Stored as totals object in objectivesTimeline; incompatible with event-array reader
match,info.teams[].teamId,"{""int"": 2}",Stored (positive champion IDs only for bans)
match,info.teams[].win,"{""bool"": 2}",Stored (positive champion IDs only for bans)
match,info.tournamentCode,"{""str"": 1}",Not retained as a dedicated field by active match parser
match,metadata.dataVersion,"{""str"": 1}",Not retained as a dedicated field by active match parser
match,metadata.matchId,"{""str"": 1}",Stored in Match
match,metadata.participants[],"{""str"": 10}",Not retained as a dedicated field by active match parser
timeline,info.endOfGameResult,"{""str"": 1}",Metadata/association or unretained; not a dedicated analytical metric
timeline,info.frameInterval,"{""int"": 1}",Metadata/association or unretained; not a dedicated analytical metric
timeline,info.frames[].events[].actualStartTime,"{""int"": 1}",Depends on event type; see eventsByType.backendRetention in metrics JSON
timeline,info.frames[].events[].afterId,"{""int"": 18}",Depends on event type; see eventsByType.backendRetention in metrics JSON
timeline,info.frames[].events[].assistingParticipantIds[],"{""int"": 157}",Depends on event type; see eventsByType.backendRetention in metrics JSON
timeline,info.frames[].events[].beforeId,"{""int"": 18}",Depends on event type; see eventsByType.backendRetention in metrics JSON
timeline,info.frames[].events[].bounty,"{""int"": 119}",Depends on event type; see eventsByType.backendRetention in metrics JSON
timeline,info.frames[].events[].buildingType,"{""str"": 15}",Depends on event type; see eventsByType.backendRetention in metrics JSON
timeline,info.frames[].events[].creatorId,"{""int"": 752}",Depends on event type; see eventsByType.backendRetention in metrics JSON
timeline,info.frames[].events[].gameId,"{""int"": 1}",Depends on event type; see eventsByType.backendRetention in metrics JSON
timeline,info.frames[].events[].goldGain,"{""int"": 18}",Depends on event type; see eventsByType.backendRetention in metrics JSON
timeline,info.frames[].events[].itemId,"{""int"": 588}",Depends on event type; see eventsByType.backendRetention in metrics JSON
timeline,info.frames[].events[].killStreakLength,"{""int"": 92}",Depends on event type; see eventsByType.backendRetention in metrics JSON
timeline,info.frames[].events[].killType,"{""str"": 12}",Depends on event type; see eventsByType.backendRetention in metrics JSON
timeline,info.frames[].events[].killerId,"{""int"": 256}",Depends on event type; see eventsByType.backendRetention in metrics JSON
timeline,info.frames[].events[].killerTeamId,"{""int"": 12}",Depends on event type; see eventsByType.backendRetention in metrics JSON
timeline,info.frames[].events[].laneType,"{""str"": 89}",Depends on event type; see eventsByType.backendRetention in metrics JSON
timeline,info.frames[].events[].level,"{""int"": 170}",Depends on event type; see eventsByType.backendRetention in metrics JSON
timeline,info.frames[].events[].levelUpType,"{""str"": 177}",Depends on event type; see eventsByType.backendRetention in metrics JSON
timeline,info.frames[].events[].monsterSubType,"{""str"": 6}",Depends on event type; see eventsByType.backendRetention in metrics JSON
timeline,info.frames[].events[].monsterType,"{""str"": 12}",Depends on event type; see eventsByType.backendRetention in metrics JSON
timeline,info.frames[].events[].multiKillLength,"{""int"": 10}",Depends on event type; see eventsByType.backendRetention in metrics JSON
timeline,info.frames[].events[].name,"{""str"": 1}",Depends on event type; see eventsByType.backendRetention in metrics JSON
timeline,info.frames[].events[].participantId,"{""int"": 953}",Depends on event type; see eventsByType.backendRetention in metrics JSON
timeline,info.frames[].events[].position.x,"{""int"": 205}",Depends on event type; see eventsByType.backendRetention in metrics JSON
timeline,info.frames[].events[].position.y,"{""int"": 205}",Depends on event type; see eventsByType.backendRetention in metrics JSON
timeline,info.frames[].events[].realTimestamp,"{""int"": 2}",Depends on event type; see eventsByType.backendRetention in metrics JSON
timeline,info.frames[].events[].shutdownBounty,"{""int"": 92}",Depends on event type; see eventsByType.backendRetention in metrics JSON
timeline,info.frames[].events[].skillSlot,"{""int"": 177}",Depends on event type; see eventsByType.backendRetention in metrics JSON
timeline,info.frames[].events[].teamId,"{""int"": 92}",Depends on event type; see eventsByType.backendRetention in metrics JSON
timeline,info.frames[].events[].timestamp,"{""int"": 1966}",Depends on event type; see eventsByType.backendRetention in metrics JSON
timeline,info.frames[].events[].towerType,"{""str"": 13}",Depends on event type; see eventsByType.backendRetention in metrics JSON
timeline,info.frames[].events[].type,"{""str"": 1966}",Depends on event type; see eventsByType.backendRetention in metrics JSON
timeline,info.frames[].events[].victimDamageDealt[].basic,"{""bool"": 592}",Depends on event type; see eventsByType.backendRetention in metrics JSON
timeline,info.frames[].events[].victimDamageDealt[].magicDamage,"{""int"": 592}",Depends on event type; see eventsByType.backendRetention in metrics JSON
timeline,info.frames[].events[].victimDamageDealt[].name,"{""str"": 592}",Depends on event type; see eventsByType.backendRetention in metrics JSON
timeline,info.frames[].events[].victimDamageDealt[].participantId,"{""int"": 592}",Depends on event type; see eventsByType.backendRetention in metrics JSON
timeline,info.frames[].events[].victimDamageDealt[].physicalDamage,"{""int"": 592}",Depends on event type; see eventsByType.backendRetention in metrics JSON
timeline,info.frames[].events[].victimDamageDealt[].spellName,"{""str"": 592}",Depends on event type; see eventsByType.backendRetention in metrics JSON
timeline,info.frames[].events[].victimDamageDealt[].spellSlot,"{""int"": 592}",Depends on event type; see eventsByType.backendRetention in metrics JSON
timeline,info.frames[].events[].victimDamageDealt[].trueDamage,"{""int"": 592}",Depends on event type; see eventsByType.backendRetention in metrics JSON
timeline,info.frames[].events[].victimDamageDealt[].type,"{""str"": 592}",Depends on event type; see eventsByType.backendRetention in metrics JSON
timeline,info.frames[].events[].victimDamageReceived[].basic,"{""bool"": 1045}",Depends on event type; see eventsByType.backendRetention in metrics JSON
timeline,info.frames[].events[].victimDamageReceived[].magicDamage,"{""int"": 1045}",Depends on event type; see eventsByType.backendRetention in metrics JSON
timeline,info.frames[].events[].victimDamageReceived[].name,"{""str"": 1045}",Depends on event type; see eventsByType.backendRetention in metrics JSON
timeline,info.frames[].events[].victimDamageReceived[].participantId,"{""int"": 1045}",Depends on event type; see eventsByType.backendRetention in metrics JSON
timeline,info.frames[].events[].victimDamageReceived[].physicalDamage,"{""int"": 1045}",Depends on event type; see eventsByType.backendRetention in metrics JSON
timeline,info.frames[].events[].victimDamageReceived[].spellName,"{""str"": 1045}",Depends on event type; see eventsByType.backendRetention in metrics JSON
timeline,info.frames[].events[].victimDamageReceived[].spellSlot,"{""int"": 1045}",Depends on event type; see eventsByType.backendRetention in metrics JSON
timeline,info.frames[].events[].victimDamageReceived[].trueDamage,"{""int"": 1045}",Depends on event type; see eventsByType.backendRetention in metrics JSON
timeline,info.frames[].events[].victimDamageReceived[].type,"{""str"": 1045}",Depends on event type; see eventsByType.backendRetention in metrics JSON
timeline,info.frames[].events[].victimId,"{""int"": 92}",Depends on event type; see eventsByType.backendRetention in metrics JSON
timeline,info.frames[].events[].wardType,"{""str"": 803}",Depends on event type; see eventsByType.backendRetention in metrics JSON
timeline,info.frames[].events[].winningTeam,"{""int"": 1}",Depends on event type; see eventsByType.backendRetention in metrics JSON
timeline,info.frames[].participantFrames.*.championStats.abilityHaste,"{""int"": 410}",Not retained by active timeline parser
timeline,info.frames[].participantFrames.*.championStats.abilityPower,"{""int"": 410}",Not retained by active timeline parser
timeline,info.frames[].participantFrames.*.championStats.armor,"{""int"": 410}",Not retained by active timeline parser
timeline,info.frames[].participantFrames.*.championStats.armorPen,"{""int"": 410}",Not retained by active timeline parser
timeline,info.frames[].participantFrames.*.championStats.armorPenPercent,"{""int"": 410}",Not retained by active timeline parser
timeline,info.frames[].participantFrames.*.championStats.attackDamage,"{""int"": 410}",Not retained by active timeline parser
timeline,info.frames[].participantFrames.*.championStats.attackSpeed,"{""int"": 410}",Not retained by active timeline parser
timeline,info.frames[].participantFrames.*.championStats.bonusArmorPenPercent,"{""int"": 410}",Not retained by active timeline parser
timeline,info.frames[].participantFrames.*.championStats.bonusMagicPenPercent,"{""int"": 410}",Not retained by active timeline parser
timeline,info.frames[].participantFrames.*.championStats.ccReduction,"{""int"": 410}",Not retained by active timeline parser
timeline,info.frames[].participantFrames.*.championStats.cooldownReduction,"{""int"": 410}",Not retained by active timeline parser
timeline,info.frames[].participantFrames.*.championStats.health,"{""int"": 410}",Not retained by active timeline parser
timeline,info.frames[].participantFrames.*.championStats.healthMax,"{""int"": 410}",Not retained by active timeline parser
timeline,info.frames[].participantFrames.*.championStats.healthRegen,"{""int"": 410}",Not retained by active timeline parser
timeline,info.frames[].participantFrames.*.championStats.lifesteal,"{""int"": 410}",Not retained by active timeline parser
timeline,info.frames[].participantFrames.*.championStats.magicPen,"{""int"": 410}",Not retained by active timeline parser
timeline,info.frames[].participantFrames.*.championStats.magicPenPercent,"{""int"": 410}",Not retained by active timeline parser
timeline,info.frames[].participantFrames.*.championStats.magicResist,"{""int"": 410}",Not retained by active timeline parser
timeline,info.frames[].participantFrames.*.championStats.movementSpeed,"{""int"": 410}",Not retained by active timeline parser
timeline,info.frames[].participantFrames.*.championStats.omnivamp,"{""int"": 410}",Not retained by active timeline parser
timeline,info.frames[].participantFrames.*.championStats.physicalVamp,"{""int"": 410}",Not retained by active timeline parser
timeline,info.frames[].participantFrames.*.championStats.power,"{""int"": 410}",Not retained by active timeline parser
timeline,info.frames[].participantFrames.*.championStats.powerMax,"{""int"": 410}",Not retained by active timeline parser
timeline,info.frames[].participantFrames.*.championStats.powerRegen,"{""int"": 410}",Not retained by active timeline parser
timeline,info.frames[].participantFrames.*.championStats.spellVamp,"{""int"": 410}",Not retained by active timeline parser
timeline,info.frames[].participantFrames.*.currentGold,"{""int"": 410}",Not retained by active timeline parser
timeline,info.frames[].participantFrames.*.damageStats.magicDamageDone,"{""int"": 410}",Not retained by active timeline parser
timeline,info.frames[].participantFrames.*.damageStats.magicDamageDoneToChampions,"{""int"": 410}",Not retained by active timeline parser
timeline,info.frames[].participantFrames.*.damageStats.magicDamageTaken,"{""int"": 410}",Not retained by active timeline parser
timeline,info.frames[].participantFrames.*.damageStats.physicalDamageDone,"{""int"": 410}",Not retained by active timeline parser
timeline,info.frames[].participantFrames.*.damageStats.physicalDamageDoneToChampions,"{""int"": 410}",Not retained by active timeline parser
timeline,info.frames[].participantFrames.*.damageStats.physicalDamageTaken,"{""int"": 410}",Not retained by active timeline parser
timeline,info.frames[].participantFrames.*.damageStats.totalDamageDone,"{""int"": 410}",Not retained by active timeline parser
timeline,info.frames[].participantFrames.*.damageStats.totalDamageDoneToChampions,"{""int"": 410}",Used for persisted minute arrays / sampled path; CS components merged
timeline,info.frames[].participantFrames.*.damageStats.totalDamageTaken,"{""int"": 410}",Not retained by active timeline parser
timeline,info.frames[].participantFrames.*.damageStats.trueDamageDone,"{""int"": 410}",Not retained by active timeline parser
timeline,info.frames[].participantFrames.*.damageStats.trueDamageDoneToChampions,"{""int"": 410}",Not retained by active timeline parser
timeline,info.frames[].participantFrames.*.damageStats.trueDamageTaken,"{""int"": 410}",Not retained by active timeline parser
timeline,info.frames[].participantFrames.*.goldPerSecond,"{""int"": 410}",Not retained by active timeline parser
timeline,info.frames[].participantFrames.*.jungleMinionsKilled,"{""int"": 410}",Used for persisted minute arrays / sampled path; CS components merged
timeline,info.frames[].participantFrames.*.level,"{""int"": 410}",Not retained by active timeline parser
timeline,info.frames[].participantFrames.*.minionsKilled,"{""int"": 410}",Used for persisted minute arrays / sampled path; CS components merged
timeline,info.frames[].participantFrames.*.participantId,"{""int"": 410}",Not retained by active timeline parser
timeline,info.frames[].participantFrames.*.position.x,"{""int"": 410}",Used for persisted minute arrays / sampled path; CS components merged
timeline,info.frames[].participantFrames.*.position.y,"{""int"": 410}",Used for persisted minute arrays / sampled path; CS components merged
timeline,info.frames[].participantFrames.*.timeEnemySpentControlled,"{""int"": 410}",Not retained by active timeline parser
timeline,info.frames[].participantFrames.*.totalGold,"{""int"": 410}",Used for persisted minute arrays / sampled path; CS components merged
timeline,info.frames[].participantFrames.*.xp,"{""int"": 410}",Used for persisted minute arrays / sampled path; CS components merged
timeline,info.frames[].timestamp,"{""int"": 41}",Stored in path samples; floored as minute-array index
timeline,info.gameId,"{""int"": 1}",Metadata/association or unretained; not a dedicated analytical metric
timeline,info.participants[].participantId,"{""int"": 10}",Metadata/association or unretained; not a dedicated analytical metric
timeline,info.participants[].puuid,"{""str"": 10}",Metadata/association or unretained; not a dedicated analytical metric
timeline,metadata.dataVersion,"{""str"": 1}",Metadata/association or unretained; not a dedicated analytical metric
timeline,metadata.matchId,"{""str"": 1}",Metadata/association or unretained; not a dedicated analytical metric
timeline,metadata.participants[],"{""str"": 10}",Metadata/association or unretained; not a dedicated analytical metric
